severity,display_ipv4_address,port,protocol,host_name,cve,classe,tipo_solução
9.6,172.16.1.1,22,TCP,app-172-16-1-1,CVE-2022-34164,Cross-Site Scripting Vulnerabilities,Update Vulnerable Dependencies
3.6,192.168.2.238,139,TCP,dc-192-168-2-238,CVE-2018-60920,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
6.7,192.168.1.183,21,TCP,app-192-168-1-183,CVE-2023-50784,SNMP Default Community Strings,Disable Vulnerable Endpoint
6.8,192.168.1.72,636,TCP,dc-192-168-1-72,CVE-2022-61879,Outdated TLS Library Issues,Renew Certificate Update
7.4,10.0.58.18,8443,TCP,srv-10-0-58-18,CVE-2022-87182,Outdated TLS Library Issues,SNMP Security Configuration
6.5,10.0.23.56,21,TCP,web-10-0-23-56,CVE-2023-73016,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.1,172.16.0.247,443,TCP,web-172-16-0-247,CVE-2023-93182,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.9,192.168.1.149,443,TCP,print-192-168-1-149,CVE-2020-11407,IIS Vulnerability Issues,Prevent SQL Injection
7.7,172.16.0.172,22,TCP,fw-172-16-0-172,CVE-2022-37110,SUID Binary Misconfiguration,Update Security Patches
4.7,10.0.58.18,8443,TCP,srv-10-0-58-18,CVE-2023-90611,Expired TLS Certificate Issues,Update Linux Kernel Packages
9.3,10.0.143.51,9090,TCP,nas-10-0-143-51,CVE-2022-19710,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
5.0,192.168.1.103,8443,TCP,srv-192-168-1-103,,Expired TLS Certificate Issues,Restrict Sudoers Access
7.3,192.168.10.19,636,TCP,nas-192-168-10-19,,Outdated TLS Library Issues,Renew Certificate Update
9.1,192.168.2.34,3306,TCP,fw-192-168-2-34,CVE-2022-95175,SQL Injection Vulnerabilities,Configure Content Security
6.7,10.2.97.1,443,TCP,gw-10-2-97-1,CVE-2023-23224,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
4.6,192.168.10.27,443,TCP,ws-192-168-10-27,CVE-2021-41813,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
5.0,192.168.1.72,21,TCP,dc-192-168-1-72,CVE-2023-86765,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.9,10.2.32.169,23,TCP,dc-10-2-32-169,,Stack Overflow Vulnerabilities,Restrict Port Access
7.1,192.168.2.42,22,TCP,dc-192-168-2-42,CVE-2021-19282,Stack Overflow Vulnerabilities,Restrict Port Access
5.4,10.0.158.21,443,TCP,gw-10-0-158-21,,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
5.9,10.1.141.76,443,TCP,print-10-1-141-76,CVE-2020-65708,Lighttpd Vulnerability Issues,Apply Entity Encoding
5.7,10.1.54.234,443,TCP,print-10-1-54-234,,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
5.6,192.168.1.176,8443,TCP,fw-192-168-1-176,CVE-2023-14485,Expired TLS Certificate Issues,SNMP Security Configuration
5.4,172.16.1.63,80,TCP,dc-172-16-1-63,CVE-2023-30807,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.8,10.2.69.73,445,TCP,print-10-2-69-73,CVE-2021-25438,Stack Overflow Vulnerabilities,Restrict Port Access
7.0,192.168.10.148,443,TCP,web-192-168-10-148,CVE-2022-13248,Outdated TLS Library Issues,Renew Certificate Update
3.6,172.16.0.70,443,TCP,nas-172-16-0-70,CVE-2023-18559,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.1,172.16.1.31,443,TCP,web-172-16-1-31,CVE-2023-31710,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
4.2,10.1.63.50,445,TCP,web-10-1-63-50,CVE-2018-67865,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
7.8,10.0.28.238,80,TCP,fw-10-0-28-238,CVE-2023-19571,Cross-Site Scripting Vulnerabilities,Restrict Port Access
8.8,172.16.0.57,443,TCP,dc-172-16-0-57,CVE-2022-42411,Outdated TLS Library Issues,Renew Certificate Update
9.9,10.1.98.98,23,TCP,print-10-1-98-98,CVE-2021-69725,Stack Overflow Vulnerabilities,Restrict Port Access
3.7,192.168.1.2,139,TCP,ws-192-168-1-2,CVE-2018-30481,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
4.1,10.1.12.167,21,TCP,nas-10-1-12-167,CVE-2023-65052,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.6,192.168.2.56,53,UDP,srv-192-168-2-56,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
6.5,172.16.1.31,443,TCP,web-172-16-1-31,,Outdated TLS Library Issues,Renew Certificate Update
8.4,10.1.98.98,22,TCP,print-10-1-98-98,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
9.7,10.1.6.190,443,TCP,app-10-1-6-190,CVE-2023-33246,Template Injection Vulnerabilities,Restrict Sudoers Access
5.5,172.16.1.1,443,TCP,app-172-16-1-1,CVE-2023-45582,Expired TLS Certificate Issues,Update End-of-Life Packages
6.1,192.168.2.192,8443,TCP,print-192-168-2-192,,Template Injection Vulnerabilities,Apply Entity Encoding
9.2,172.16.0.31,22,TCP,print-172-16-0-31,CVE-2022-61879,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.6,10.2.32.169,80,TCP,dc-10-2-32-169,,Template Injection Vulnerabilities,Update Lighttpd Patch
2.6,10.1.155.163,135,TCP,db-10-1-155-163,CVE-2018-43696,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
9.4,10.2.97.1,23,TCP,gw-10-2-97-1,CVE-2021-19739,Stack Overflow Vulnerabilities,Restrict Port Access
8.4,10.2.130.127,445,TCP,ws-10-2-130-127,,Stack Overflow Vulnerabilities,Restrict Port Access
3.7,10.2.130.127,139,TCP,ws-10-2-130-127,CVE-2018-25420,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
5.2,10.1.113.207,22,TCP,nas-10-1-113-207,CVE-2023-25857,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.0,10.2.32.169,135,TCP,dc-10-2-32-169,CVE-2022-64040,SUID Binary Misconfiguration,Update Security Patches
9.1,192.168.10.55,443,TCP,dc-192-168-10-55,,Outdated TLS Library Issues,Update Security Patches
8.4,172.16.1.231,22,TCP,nas-172-16-1-231,CVE-2022-74722,Template Injection Vulnerabilities,Update OpenSSL Packages
8.1,192.168.2.216,993,TCP,nas-192-168-2-216,CVE-2022-43466,Outdated TLS Library Issues,Renew Certificate Update
6.3,172.16.1.63,80,TCP,dc-172-16-1-63,CVE-2023-74431,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.9,10.1.249.237,8443,TCP,gw-10-1-249-237,CVE-2020-20244,Outdated TLS Library Issues,Apply Entity Encoding
7.1,192.168.1.172,22,TCP,fw-192-168-1-172,CVE-2021-14866,FreeBSD Kernel Vulnerabilities,Restrict Port Access
5.7,192.168.2.42,135,TCP,dc-192-168-2-42,CVE-2018-54138,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
6.4,172.16.1.65,8443,TCP,srv-172-16-1-65,CVE-2023-73747,Expired TLS Certificate Issues,Update Security Patches
6.3,10.1.151.109,443,TCP,srv-10-1-151-109,,Cross-Site Scripting Vulnerabilities,Prevent SQL Injection
7.9,10.1.250.195,80,TCP,nas-10-1-250-195,CVE-2022-19869,SQL Injection Vulnerabilities,Restrict Port Access
8.3,10.1.249.237,23,TCP,gw-10-1-249-237,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
7.1,10.2.171.166,21,TCP,app-10-2-171-166,CVE-2023-71854,SNMP Default Community Strings,Disable Vulnerable Endpoint
8.5,172.16.0.57,443,TCP,dc-172-16-0-57,CVE-2022-89471,IIS Vulnerability Issues,Update Cipher Suites
6.9,192.168.1.183,21,TCP,app-192-168-1-183,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
9.0,172.16.0.172,443,TCP,fw-172-16-0-172,CVE-2022-16826,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
8.0,192.168.2.208,993,TCP,srv-192-168-2-208,CVE-2022-25396,Outdated TLS Library Issues,Renew Certificate Update
5.2,10.1.151.109,443,TCP,srv-10-1-151-109,CVE-2023-12191,Expired TLS Certificate Issues,Update Security Patches
8.8,10.2.97.1,23,TCP,gw-10-2-97-1,CVE-2021-17096,Stack Overflow Vulnerabilities,Restrict Port Access
7.1,192.168.10.155,3306,TCP,app-192-168-10-155,CVE-2022-87278,SQL Injection Vulnerabilities,Configure Content Security
5.8,172.16.1.36,8443,TCP,gw-172-16-1-36,CVE-2023-13109,Expired TLS Certificate Issues,Update Linux Kernel Packages
7.7,10.1.18.138,8080,TCP,web-10-1-18-138,,Template Injection Vulnerabilities,Update Lighttpd Patch
5.2,172.16.1.1,80,TCP,app-172-16-1-1,CVE-2021-61013,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
9.4,192.168.1.225,3389,TCP,print-192-168-1-225,,SUID Binary Misconfiguration,Implement Micro-Segmentation
9.5,192.168.1.68,135,TCP,gw-192-168-1-68,,SUID Binary Misconfiguration,Update Tomcat Patch
4.8,192.168.1.176,53,UDP,fw-192-168-1-176,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
4.5,10.1.6.190,8080,TCP,app-10-1-6-190,,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.0,192.168.2.109,443,TCP,nas-192-168-2-109,,Lighttpd Vulnerability Issues,Prevent SQL Injection
3.4,10.0.28.238,443,TCP,fw-10-0-28-238,CVE-2023-67677,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.9,10.1.63.50,8443,TCP,web-10-1-63-50,,Expired TLS Certificate Issues,Update Security Patches
5.8,192.168.1.2,443,TCP,ws-192-168-1-2,,Expired TLS Certificate Issues,Update Linux Kernel Packages
7.1,10.2.104.125,80,TCP,dc-10-2-104-125,CVE-2023-85246,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
6.5,10.0.248.24,995,TCP,web-10-0-248-24,CVE-2022-32782,Outdated TLS Library Issues,Update Cipher Suites
6.4,10.1.21.188,443,TCP,dc-10-1-21-188,CVE-2023-81089,Expired TLS Certificate Issues,Restrict Sudoers Access
5.7,10.1.249.237,8080,TCP,gw-10-1-249-237,,IIS Vulnerability Issues,Update Security Patches
6.2,10.1.12.167,443,TCP,nas-10-1-12-167,,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
5.8,192.168.1.184,443,TCP,fw-192-168-1-184,,Outdated TLS Library Issues,Apply Entity Encoding
9.0,10.1.6.190,135,TCP,app-10-1-6-190,CVE-2022-97416,Stack Overflow Vulnerabilities,Remove Unused Packages
8.8,10.1.249.237,443,TCP,gw-10-1-249-237,CVE-2022-21959,IIS Vulnerability Issues,Disable Vulnerable Endpoint
8.5,192.168.2.62,389,TCP,srv-192-168-2-62,CVE-2023-24249,Cross-Site Scripting Vulnerabilities,Restrict Port Access
7.8,10.2.178.109,80,TCP,fw-10-2-178-109,,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
7.3,10.0.58.211,135,TCP,srv-10-0-58-211,CVE-2022-56955,SUID Binary Misconfiguration,Implement Micro-Segmentation
3.8,10.0.117.160,80,TCP,print-10-0-117-160,,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
4.8,10.2.67.30,8080,TCP,ws-10-2-67-30,CVE-2020-67373,Outdated TLS Library Issues,Apply Entity Encoding
6.2,172.16.0.70,22,TCP,nas-172-16-0-70,CVE-2023-39400,SNMP Default Community Strings,Disable Vulnerable Endpoint
8.2,172.16.0.93,22,TCP,web-172-16-0-93,CVE-2022-39451,Sudo Policy Misconfiguration,Update Tomcat Patch
8.4,192.168.2.192,3389,TCP,print-192-168-2-192,CVE-2022-98188,SNMP Default Community Strings,Remove Unused Packages
5.6,192.168.1.225,8080,TCP,print-192-168-1-225,CVE-2020-14370,IIS Vulnerability Issues,Update Security Patches
7.8,10.0.220.29,22,TCP,db-10-0-220-29,CVE-2023-94390,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.1,172.16.1.63,443,TCP,dc-172-16-1-63,CVE-2023-32579,Expired TLS Certificate Issues,Restrict Sudoers Access
7.5,10.1.173.190,80,TCP,nas-10-1-173-190,,SQL Injection Vulnerabilities,Configure Content Security
7.8,192.168.2.208,9090,TCP,srv-192-168-2-208,,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.4,192.168.1.68,1433,TCP,gw-192-168-1-68,CVE-2022-37535,SQL Injection Vulnerabilities,Configure Content Security
5.7,10.0.58.211,8443,TCP,srv-10-0-58-211,,Expired TLS Certificate Issues,Update Security Patches
7.7,192.168.2.238,445,TCP,dc-192-168-2-238,CVE-2021-53338,Stack Overflow Vulnerabilities,Restrict Port Access
5.0,192.168.2.208,443,TCP,srv-192-168-2-208,CVE-2023-18487,Expired TLS Certificate Issues,Restrict Sudoers Access
6.7,10.2.130.127,443,TCP,ws-10-2-130-127,CVE-2023-99610,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.8,10.0.23.56,8443,TCP,web-10-0-23-56,CVE-2022-44237,Outdated TLS Library Issues,Renew Certificate Update
5.1,10.0.153.83,80,TCP,dc-10-0-153-83,,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.7,10.0.117.160,443,TCP,print-10-0-117-160,CVE-2022-53064,Outdated TLS Library Issues,Renew Certificate Update
6.4,172.16.0.93,8443,TCP,web-172-16-0-93,CVE-2020-19946,Lighttpd Vulnerability Issues,Apply Entity Encoding
8.8,172.16.1.65,23,TCP,srv-172-16-1-65,CVE-2021-79414,FreeBSD Kernel Vulnerabilities,Restrict Port Access
6.6,172.16.1.65,162,UDP,srv-172-16-1-65,CVE-2019-20580,SNMP Default Community Strings,Update OpenSSL Packages
6.7,10.0.143.51,80,TCP,nas-10-0-143-51,CVE-2021-94989,Template Injection Vulnerabilities,Update Lighttpd Patch
8.3,172.16.1.231,80,TCP,nas-172-16-1-231,,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
2.5,10.1.217.48,443,TCP,ws-10-1-217-48,,SNMP Default Community Strings,Disable Vulnerable Endpoint
8.6,172.16.0.230,22,TCP,print-172-16-0-230,CVE-2022-88385,Sudo Policy Misconfiguration,Remove Unused Packages
9.2,10.0.220.29,23,TCP,db-10-0-220-29,CVE-2021-55023,Stack Overflow Vulnerabilities,Restrict Port Access
7.7,10.2.178.109,22,TCP,fw-10-2-178-109,,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
5.3,10.1.19.242,8443,TCP,db-10-1-19-242,CVE-2023-42636,Expired TLS Certificate Issues,Update Security Patches
8.0,172.16.0.144,8443,TCP,srv-172-16-0-144,,Outdated TLS Library Issues,Renew Certificate Update
9.5,10.0.143.51,80,TCP,nas-10-0-143-51,,Cross-Site Scripting Vulnerabilities,Remove Unused Packages
9.2,10.0.172.168,1433,TCP,ws-10-0-172-168,CVE-2022-88269,SQL Injection Vulnerabilities,Configure Content Security
4.2,10.0.117.160,22,TCP,print-10-0-117-160,CVE-2023-19902,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.9,10.0.58.211,9090,TCP,srv-10-0-58-211,CVE-2022-34586,Cross-Site Scripting Vulnerabilities,Update End-of-Life Packages
6.7,10.2.97.1,53,UDP,gw-10-2-97-1,CVE-2020-13703,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
5.8,192.168.1.42,443,TCP,dc-192-168-1-42,,IIS Vulnerability Issues,Prevent SQL Injection
8.9,10.2.171.166,443,TCP,app-10-2-171-166,,Outdated TLS Library Issues,Renew Certificate Update
8.6,172.16.0.230,9090,TCP,print-172-16-0-230,CVE-2022-72402,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
4.7,10.1.18.138,21,TCP,web-10-1-18-138,CVE-2023-91062,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
5.4,192.168.1.40,135,TCP,fw-192-168-1-40,,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
6.6,192.168.1.222,443,TCP,ws-192-168-1-222,,Outdated TLS Library Issues,Renew Certificate Update
8.9,192.168.2.109,21,TCP,nas-192-168-2-109,CVE-2023-18593,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
9.5,192.168.1.222,3389,TCP,ws-192-168-1-222,CVE-2022-76698,Stack Overflow Vulnerabilities,Remove Unused Packages
6.2,192.168.2.197,8443,TCP,fw-192-168-2-197,CVE-2023-35020,Expired TLS Certificate Issues,Update Security Patches
4.6,10.1.6.190,443,TCP,app-10-1-6-190,,Expired TLS Certificate Issues,Restrict Sudoers Access
8.4,192.168.10.27,636,TCP,ws-192-168-10-27,CVE-2022-49529,Outdated TLS Library Issues,Update OpenSSL Packages
4.4,192.168.1.176,443,TCP,fw-192-168-1-176,CVE-2023-91117,Expired TLS Certificate Issues,Restrict Sudoers Access
6.8,172.16.0.144,8443,TCP,srv-172-16-0-144,CVE-2023-14471,Expired TLS Certificate Issues,Update End-of-Life Packages
6.0,10.0.158.21,443,TCP,gw-10-0-158-21,CVE-2020-65708,Cross-Site Scripting Vulnerabilities,Apply Entity Encoding
5.4,172.16.1.65,8443,TCP,srv-172-16-1-65,CVE-2020-27598,Outdated TLS Library Issues,Apply Entity Encoding
5.9,10.1.172.221,53,UDP,web-10-1-172-221,CVE-2020-54944,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
7.2,172.16.1.31,445,TCP,web-172-16-1-31,CVE-2021-77967,Stack Overflow Vulnerabilities,Restrict Port Access
6.2,172.16.1.136,21,TCP,app-172-16-1-136,,SNMP Default Community Strings,Disable Vulnerable Endpoint
5.3,10.1.168.111,80,TCP,fw-10-1-168-111,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.5,192.168.10.103,80,TCP,app-192-168-10-103,CVE-2023-42072,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
4.1,10.2.129.234,8443,TCP,ws-10-2-129-234,CVE-2023-44834,Expired TLS Certificate Issues,Update End-of-Life Packages
9.9,10.1.18.138,22,TCP,web-10-1-18-138,CVE-2022-56357,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
9.1,10.1.249.237,445,TCP,gw-10-1-249-237,CVE-2022-89964,Sudo Policy Misconfiguration,Update Tomcat Patch
5.1,10.2.178.109,443,TCP,fw-10-2-178-109,CVE-2023-80503,Expired TLS Certificate Issues,Restrict Sudoers Access
7.2,192.168.1.222,445,TCP,ws-192-168-1-222,CVE-2022-45720,Sudo Policy Misconfiguration,Remove Unused Packages
9.5,172.16.0.70,445,TCP,nas-172-16-0-70,CVE-2021-95306,SNMP Default Community Strings,Restrict Port Access
5.2,192.168.1.17,8080,TCP,fw-192-168-1-17,CVE-2021-91603,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
8.3,192.168.10.54,3389,TCP,app-192-168-10-54,CVE-2022-19807,Sudo Policy Misconfiguration,Remove Unused Packages
5.9,192.168.2.62,443,TCP,srv-192-168-2-62,CVE-2023-75921,Expired TLS Certificate Issues,Restrict Sudoers Access
8.2,192.168.10.55,23,TCP,dc-192-168-10-55,CVE-2021-18835,FreeBSD Kernel Vulnerabilities,Restrict Port Access
8.6,10.0.191.81,443,TCP,srv-10-0-191-81,CVE-2022-49251,Cross-Site Scripting Vulnerabilities,Restrict Port Access
8.4,192.168.1.40,443,TCP,fw-192-168-1-40,CVE-2021-18087,Lighttpd Vulnerability Issues,Update Lighttpd Patch
5.7,172.16.0.70,8443,TCP,nas-172-16-0-70,CVE-2023-96776,Expired TLS Certificate Issues,Update Linux Kernel Packages
9.8,10.0.170.210,80,TCP,nas-10-0-170-210,CVE-2022-87812,Lighttpd Vulnerability Issues,Restrict Port Access
6.4,10.0.23.56,8443,TCP,web-10-0-23-56,CVE-2020-10611,IIS Vulnerability Issues,Update Security Patches
7.3,172.16.1.136,135,TCP,app-172-16-1-136,CVE-2022-10150,Sudo Policy Misconfiguration,Update Tomcat Patch
5.5,192.168.2.238,8080,TCP,dc-192-168-2-238,CVE-2020-86541,Lighttpd Vulnerability Issues,Prevent SQL Injection
7.7,172.16.0.57,1433,TCP,dc-172-16-0-57,,SQL Injection Vulnerabilities,Configure Content Security
7.8,192.168.1.58,995,TCP,db-192-168-1-58,,Outdated TLS Library Issues,Renew Certificate Update
9.2,172.16.1.81,22,TCP,ws-172-16-1-81,CVE-2022-70946,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
6.6,10.0.58.18,8443,TCP,srv-10-0-58-18,CVE-2023-25622,Expired TLS Certificate Issues,Update Security Patches
4.9,10.2.67.30,80,TCP,ws-10-2-67-30,CVE-2021-69904,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
7.6,172.16.1.36,636,TCP,gw-172-16-1-36,,Outdated TLS Library Issues,Renew Certificate Update
4.4,10.2.69.73,135,TCP,print-10-2-69-73,CVE-2018-47422,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
8.3,192.168.10.42,993,TCP,fw-192-168-10-42,CVE-2022-32810,Outdated TLS Library Issues,Update Cipher Suites
6.2,192.168.1.183,8443,TCP,app-192-168-1-183,CVE-2023-68564,Expired TLS Certificate Issues,Restrict Sudoers Access
6.2,192.168.1.58,80,TCP,db-192-168-1-58,,Lighttpd Vulnerability Issues,Update Lighttpd Patch
6.9,192.168.2.192,80,TCP,print-192-168-2-192,,SQL Injection Vulnerabilities,Configure Content Security
5.6,192.168.1.40,8443,TCP,fw-192-168-1-40,CVE-2023-62321,Expired TLS Certificate Issues,Update End-of-Life Packages
9.1,192.168.1.225,9090,TCP,print-192-168-1-225,CVE-2022-93611,Lighttpd Vulnerability Issues,Update End-of-Life Packages
5.8,192.168.1.17,443,TCP,fw-192-168-1-17,CVE-2023-77021,Expired TLS Certificate Issues,Restrict Sudoers Access
6.4,10.1.63.50,993,TCP,web-10-1-63-50,CVE-2022-67377,Outdated TLS Library Issues,Renew Certificate Update
9.0,172.16.0.172,22,TCP,fw-172-16-0-172,CVE-2022-93819,Cross-Site Scripting Vulnerabilities,Update End-of-Life Packages
9.1,192.168.2.197,8443,TCP,fw-192-168-2-197,CVE-2023-95254,SNMP Default Community Strings,Remove Unused Packages
7.0,192.168.1.2,8443,TCP,ws-192-168-1-2,CVE-2020-94940,Outdated TLS Library Issues,Update Lighttpd Patch
5.9,10.2.171.166,8080,TCP,app-10-2-171-166,CVE-2020-57067,Lighttpd Vulnerability Issues,Apply Entity Encoding
5.4,172.16.0.25,8080,TCP,fw-172-16-0-25,CVE-2020-10206,Outdated TLS Library Issues,Apply Entity Encoding
6.2,10.0.117.160,443,TCP,print-10-0-117-160,CVE-2020-23346,IIS Vulnerability Issues,Update Security Patches
7.5,192.168.10.103,636,TCP,app-192-168-10-103,CVE-2022-89129,Outdated TLS Library Issues,Renew Certificate Update
7.2,10.1.19.242,22,TCP,db-10-1-19-242,CVE-2022-45838,SNMP Default Community Strings,Update Tomcat Patch
8.5,10.2.202.175,445,TCP,gw-10-2-202-175,CVE-2021-43814,Stack Overflow Vulnerabilities,Restrict Port Access
3.9,10.2.129.234,135,TCP,ws-10-2-129-234,CVE-2018-80414,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
4.5,192.168.2.192,443,TCP,print-192-168-2-192,CVE-2023-16295,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
5.4,10.1.168.111,80,TCP,fw-10-1-168-111,CVE-2021-46705,IIS Vulnerability Issues,Disable Vulnerable Endpoint
7.6,192.168.2.109,3389,TCP,nas-192-168-2-109,CVE-2022-34878,SQL Injection Vulnerabilities,Remove Unused Packages
5.7,192.168.1.40,22,TCP,fw-192-168-1-40,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.3,10.2.104.125,8080,TCP,dc-10-2-104-125,CVE-2021-17643,Template Injection Vulnerabilities,Update Lighttpd Patch
7.9,192.168.2.238,22,TCP,dc-192-168-2-238,CVE-2022-56179,Sudo Policy Misconfiguration,Remove Unused Packages
8.2,10.2.67.30,445,TCP,ws-10-2-67-30,CVE-2021-67370,Stack Overflow Vulnerabilities,Restrict Port Access
4.5,192.168.1.68,443,TCP,gw-192-168-1-68,CVE-2021-85293,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
7.5,192.168.10.55,22,TCP,dc-192-168-10-55,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
4.6,192.168.10.103,80,TCP,app-192-168-10-103,CVE-2021-98791,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
7.1,10.0.191.81,22,TCP,srv-10-0-191-81,CVE-2023-58373,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.2,192.168.1.183,8443,TCP,app-192-168-1-183,CVE-2022-43092,Outdated TLS Library Issues,Update Cipher Suites
7.8,192.168.1.183,8443,TCP,app-192-168-1-183,CVE-2022-50319,Outdated TLS Library Issues,Renew Certificate Update
9.0,10.1.151.109,23,TCP,srv-10-1-151-109,CVE-2021-83536,FreeBSD Kernel Vulnerabilities,Restrict Port Access
5.2,10.1.18.138,443,TCP,web-10-1-18-138,,Outdated TLS Library Issues,Prevent SQL Injection
6.4,172.16.0.172,443,TCP,fw-172-16-0-172,CVE-2021-47353,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.9,192.168.1.139,445,TCP,db-192-168-1-139,CVE-2022-18564,Sudo Policy Misconfiguration,Implement Micro-Segmentation
8.5,10.1.6.190,23,TCP,app-10-1-6-190,CVE-2021-97697,Stack Overflow Vulnerabilities,Restrict Port Access
4.2,192.168.2.216,161,UDP,nas-192-168-2-216,CVE-2019-61684,SNMP Default Community Strings,Update OpenSSL Packages
5.2,10.0.117.160,443,TCP,print-10-0-117-160,CVE-2022-55870,Outdated TLS Library Issues,Renew Certificate Update
9.9,192.168.1.72,23,TCP,dc-192-168-1-72,CVE-2021-25438,FreeBSD Kernel Vulnerabilities,Restrict Port Access
6.6,192.168.1.40,135,TCP,fw-192-168-1-40,CVE-2022-47752,SQL Injection Vulnerabilities,Implement Micro-Segmentation
5.9,192.168.1.42,8443,TCP,dc-192-168-1-42,CVE-2023-21069,Expired TLS Certificate Issues,Update Security Patches
7.6,192.168.1.103,22,TCP,srv-192-168-1-103,CVE-2021-40562,Stack Overflow Vulnerabilities,Restrict Port Access
7.0,10.0.172.168,993,TCP,ws-10-0-172-168,CVE-2022-20155,Outdated TLS Library Issues,Renew Certificate Update
5.2,10.1.155.163,80,TCP,db-10-1-155-163,CVE-2023-86246,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
2.3,10.0.174.185,135,TCP,ws-10-0-174-185,CVE-2018-13979,Outdated Driver Vulnerabilities,Configure Content Security
7.1,10.1.172.221,8443,TCP,web-10-1-172-221,,Template Injection Vulnerabilities,Update Security Patches
8.5,192.168.1.172,8443,TCP,fw-192-168-1-172,CVE-2022-63225,Outdated TLS Library Issues,Renew Certificate Update
6.7,10.1.11.170,135,TCP,web-10-1-11-170,CVE-2022-77449,SUID Binary Misconfiguration,Update Tomcat Patch
9.0,10.2.178.109,8443,TCP,fw-10-2-178-109,CVE-2023-96032,Cross-Site Scripting Vulnerabilities,Restrict Port Access
8.4,192.168.1.183,443,TCP,app-192-168-1-183,CVE-2022-18968,Template Injection Vulnerabilities,Update Vulnerable Dependencies
5.3,10.2.67.36,8080,TCP,web-10-2-67-36,,Outdated TLS Library Issues,Apply Entity Encoding
6.5,172.16.0.172,8443,TCP,fw-172-16-0-172,,Outdated TLS Library Issues,Update Cipher Suites
5.2,172.16.0.31,8443,TCP,print-172-16-0-31,,Expired TLS Certificate Issues,Update Linux Kernel Packages
